aX,aY,aZ,gX,gY,gZ
-2.043,-0.396,-1.208,6.470,407.227,-435.974
-1.334,-1.224,-1.655,13.306,404.358,-455.261
-0.399,-1.793,-2.010,4.456,395.142,-441.772
0.518,-1.848,-2.221,-11.902,375.732,-399.475
1.432,-1.652,-2.482,-34.729,351.807,-344.849
2.358,-1.687,-3.010,-56.091,328.003,-299.316
3.269,-2.083,-3.540,-55.054,300.354,-273.193
4.000,-2.667,-3.774,-26.733,262.756,-256.165
4.000,-3.010,-3.772,9.277,217.041,-231.689
4.000,-2.965,-3.636,42.603,157.349,-189.636
4.000,-2.723,-3.377,57.861,79.590,-121.704
4.000,-2.387,-3.039,59.998,-16.846,-31.433
3.753,-2.023,-2.582,50.720,-120.300,60.303
2.901,-1.641,-2.156,31.982,-206.299,138.000
2.081,-1.266,-1.873,14.709,-262.390,196.594
1.373,-0.956,-1.673,8.118,-293.823,238.647
0.778,-0.738,-1.505,9.338,-308.655,268.250
0.264,-0.562,-1.386,10.742,-313.599,288.818
-0.192,-0.405,-1.345,7.202,-317.810,300.598
-0.602,-0.255,-1.321,0.732,-330.994,304.077
-1.001,-0.114,-1.206,-4.822,-356.140,300.232
-1.404,-0.064,-0.975,-13.062,-386.841,289.368
-1.787,0.042,-0.654,-25.513,-414.795,275.269
-2.193,0.190,-0.254,-35.950,-430.969,260.193
-2.557,0.405,0.303,-37.781,-427.734,248.169
-2.843,0.778,0.999,-36.255,-393.921,247.559
-3.115,1.477,1.536,-52.185,-317.566,262.634
-3.323,2.460,1.719,-79.468,-203.918,277.710
-3.567,3.249,1.697,-82.581,-76.050,251.221
-3.720,3.656,1.594,-60.486,46.692,155.945
-3.580,3.449,1.304,-36.621,160.706,-1.892
-3.408,2.594,0.765,-21.240,254.333,-187.805
-3.151,1.513,0.213,-5.737,317.017,-354.980
-2.752,0.336,-0.346,-8.484,362.305,-486.816
-2.209,-0.670,-0.821,-22.339,381.653,-557.068
-1.503,-1.610,-1.241,-48.340,380.066,-575.073
-0.524,-2.331,-1.549,-80.811,361.206,-556.213
0.631,-2.797,-1.860,-111.389,332.764,-511.658
1.731,-2.633,-2.139,-112.671,298.950,-446.350
2.730,-2.297,-2.200,-73.303,262.207,-380.127
3.575,-2.462,-2.305,-44.128,238.647,-325.745
4.000,-2.705,-2.478,-20.386,229.675,-272.583
4.000,-2.878,-2.653,6.775,222.778,-223.511
4.000,-2.817,-2.854,39.612,200.073,-165.161
4.000,-2.589,-2.889,75.134,147.400,-99.121
4.000,-2.405,-2.772,96.313,69.580,-26.550
3.610,-2.192,-2.571,87.524,-15.503,51.697
2.878,-1.787,-2.328,57.983,-94.360,133.118
2.105,-1.331,-2.100,26.489,-160.095,204.834
1.422,-0.942,-1.896,5.920,-210.083,256.653
0.847,-0.670,-1.724,-3.784,-244.324,287.109
0.393,-0.491,-1.598,-5.859,-265.808,300.232
0.033,-0.457,-1.521,-6.531,-280.334,301.270
-0.265,-0.378,-1.417,-2.319,-292.847,297.668
-0.496,-0.343,-1.291,1.343,-306.030,290.649
-0.709,-0.322,-1.155,-2.014,-321.411,284.973
-0.897,-0.267,-1.008,-7.874,-340.149,283.447
-1.107,-0.258,-0.814,-12.451,-361.267,284.058
-1.309,-0.239,-0.554,-14.038,-380.493,285.400
-1.465,-0.122,-0.209,-12.695,-392.761,287.048
-1.648,-0.070,0.115,-15.259,-390.381,287.415
-1.922,-0.103,0.422,-19.531,-371.094,291.382
-2.287,0.005,0.752,-25.452,-335.144,309.448
-2.792,0.418,1.117,-41.260,-282.898,346.863
-3.264,1.420,1.553,-66.162,-213.379,388.550
-3.593,2.922,1.928,-83.923,-122.070,389.771
-3.908,3.988,2.111,-90.942,-12.024,301.208
-3.828,4.000,1.921,-92.712,101.013,118.408
-3.510,3.263,1.302,-87.097,201.660,-110.779
-3.202,2.039,0.734,-61.768,280.762,-326.721
-2.880,0.993,0.344,-29.846,341.064,-484.314
-2.688,0.237,0.023,-9.521,387.756,-578.430
-2.439,-0.504,-0.367,-13.916,421.265,-627.258
-2.040,-1.273,-0.957,-51.941,432.922,-647.583
-1.196,-2.442,-1.644,-114.990,413.086,-652.222
0.131,-3.539,-2.317,-188.843,366.882,-642.822
1.339,-3.639,-2.658,-199.951,294.067,-609.741
2.210,-3.243,-2.784,-138.489,216.187,-552.246
2.895,-2.859,-2.627,-69.336,142.517,-473.328
3.073,-2.887,-2.366,-21.484,86.670,-377.563
3.396,-2.628,-1.842,17.822,64.880,-262.512
3.229,-2.403,-1.531,41.016,75.562,-144.104
2.924,-1.854,-1.198,82.275,96.985,-54.077
2.570,-1.389,-0.942,108.398,119.568,-0.488
2.237,-1.053,-0.959,104.248,141.968,34.668
1.944,-0.800,-1.052,95.337,151.978,60.486
1.686,-0.568,-1.118,89.478,143.311,78.979
1.455,-0.382,-1.104,82.886,119.385,91.125
1.188,-0.109,-1.097,73.120,88.196,96.680
0.950,0.035,-0.932,51.392,47.302,87.158
0.887,-0.013,-0.726,22.156,0.366,66.284
0.840,-0.028,-0.607,1.892,-21.912,55.298
0.758,-0.036,-0.606,-11.719,-23.926,52.734
0.684,-0.084,-0.637,-11.719,-21.240,48.035
0.653,-0.128,-0.633,-4.211,-19.470,42.908
0.637,-0.107,-0.621,-0.244,-18.250,42.908
0.627,-0.077,-0.541,-2.563,-19.287,47.058
0.608,0.020,-0.510,-2.625,-18.250,53.284
0.596,0.051,-0.542,-7.812,-11.597,59.326
0.591,0.079,-0.549,-10.193,-5.676,63.782
0.540,0.155,-0.568,-8.423,-0.427,65.735
0.538,0.150,-0.524,-7.629,2.197,62.378
0.491,0.216,-0.515,-6.287,9.827,60.425

0.578,0.205,-0.757,11.353,2.686,13.367
0.535,0.191,-0.714,10.681,2.197,12.451
0.592,0.281,-0.701,12.512,1.831,10.620
0.589,0.229,-0.758,10.437,5.676,5.798
0.605,0.140,-0.822,4.883,8.789,3.296
0.649,0.100,-0.841,6.348,9.399,5.066
0.661,0.115,-0.833,10.071,8.301,10.498
0.651,0.178,-0.796,12.146,7.019,17.212
0.630,0.256,-0.784,11.414,7.507,23.926
0.654,0.331,-0.799,5.676,8.179,27.161
0.665,0.337,-0.799,-4.517,7.751,27.100
0.663,0.324,-0.856,-17.212,5.249,24.536
0.682,0.249,-0.939,-32.471,-3.967,20.996
0.726,0.222,-0.961,-45.288,-19.836,19.470
0.785,0.219,-0.951,-57.617,-37.781,22.888
0.821,0.279,-0.989,-75.378,-54.504,29.785
0.869,0.307,-1.033,-97.351,-70.007,35.461
0.858,0.330,-1.070,-121.399,-83.984,36.560
0.805,0.376,-1.070,-154.968,-93.811,33.081
0.924,0.430,-1.201,-199.341,-95.764,25.269
1.059,0.307,-1.124,-242.859,-97.290,15.137
0.897,-0.196,-1.055,-264.160,-99.182,3.845
0.765,-0.167,-0.829,-296.326,-95.886,10.681
0.842,0.199,-0.955,-310.669,-86.060,22.400
1.015,0.152,-1.111,-286.072,-79.163,15.381
1.208,-0.139,-1.166,-265.503,-80.139,0.122
1.316,-0.456,-1.125,-258.301,-85.632,-9.705
1.399,-0.571,-1.156,-254.700,-90.088,-9.399
1.402,-0.817,-1.321,-244.141,-92.773,5.371
1.292,-1.054,-1.311,-216.370,-96.558,35.217
1.227,-1.033,-1.111,-169.800,-97.595,73.669
1.222,-0.662,-0.847,-122.253,-91.431,110.474
1.180,-0.334,-0.602,-94.238,-78.613,134.827
1.067,-0.288,-0.543,-105.835,-60.364,146.301
0.945,-0.356,-0.678,-136.353,-42.175,149.658
0.865,-0.432,-0.943,-142.578,-32.776,149.780
0.805,-0.500,-0.980,-127.380,-37.903,152.222
0.730,-0.571,-0.927,-119.751,-52.185,160.706
0.657,-0.591,-0.893,-111.023,-66.956,176.147
0.551,-0.549,-0.735,-96.680,-81.421,194.519
0.439,-0.439,-0.562,-81.787,-90.942,210.876
0.352,-0.291,-0.431,-68.054,-93.872,222.473
0.316,-0.138,-0.344,-59.998,-92.651,229.126
0.284,-0.033,-0.233,-62.988,-88.440,232.422
0.230,0.023,-0.181,-70.679,-81.299,233.582
0.176,0.033,-0.188,-79.407,-72.205,235.168
0.118,0.048,-0.167,-88.623,-62.195,236.694
0.051,0.025,-0.146,-89.355,-52.063,237.366
-0.044,0.013,-0.141,-77.515,-41.870,238.403
-0.197,0.024,-0.130,-54.016,-31.616,239.014
-0.425,0.078,-0.123,-21.729,-21.301,237.976
-0.715,0.153,-0.109,15.381,-11.108,233.276
-1.155,0.482,-0.145,48.950,-3.540,223.755
-1.634,1.265,-0.205,91.553,3.113,199.829
-1.959,1.742,-0.419,105.957,8.362,150.452
-2.085,2.079,-0.610,75.073,3.418,73.486
-2.246,2.233,-0.995,30.273,-4.883,-30.212
-2.523,1.994,-1.321,-11.292,-20.142,-151.001
-2.765,1.466,-1.507,-34.302,-45.410,-272.461
-2.793,0.717,-1.426,-17.395,-80.505,-383.728
-2.723,0.198,-1.173,28.564,-119.934,-476.807
-2.526,-0.377,-0.607,78.857,-159.302,-554.138
