aX,aY,aZ,gX,gY,gZ
-0.062,0.270,-0.832,-32.043,-208.435,201.904
-0.120,0.285,-0.774,-34.241,-211.548,203.979
-0.175,0.297,-0.696,-34.241,-214.050,204.956
-0.217,0.318,-0.612,-32.532,-215.210,205.200
-0.259,0.336,-0.533,-29.846,-213.684,206.665
-0.288,0.379,-0.463,-27.405,-208.801,209.473
-0.309,0.436,-0.418,-26.733,-201.477,212.402
-0.333,0.476,-0.404,-28.320,-192.749,213.623
-0.378,0.516,-0.383,-27.954,-184.753,211.792
-0.427,0.555,-0.361,-25.818,-178.162,206.543
-0.439,0.578,-0.363,-25.085,-172.241,199.219
-0.426,0.588,-0.386,-23.132,-166.382,191.956
-0.422,0.603,-0.399,-17.761,-160.278,186.829
-0.426,0.631,-0.383,-10.559,-154.175,183.838
-0.426,0.667,-0.347,-3.601,-148.010,181.458
-0.424,0.711,-0.310,2.014,-142.395,178.162
-0.418,0.734,-0.276,5.310,-136.841,173.096
-0.424,0.732,-0.223,8.057,-131.470,166.687
-0.430,0.761,-0.169,10.864,-125.671,160.217
-0.423,0.785,-0.144,11.658,-118.164,154.419
-0.421,0.822,-0.130,12.085,-110.107,149.841
-0.421,0.892,-0.100,13.733,-101.746,146.851
-0.429,0.973,-0.085,14.709,-93.750,144.226
-0.454,1.050,-0.086,13.184,-87.524,140.564
-0.468,1.146,-0.077,10.864,-83.374,134.766
-0.444,1.214,-0.058,9.155,-80.566,126.282
-0.416,1.262,-0.021,6.348,-79.346,115.051
