aX,aY,aZ,gX,gY,gZ
-2.223,0.839,-1.538,-88.806,104.797,263.000
-1.869,1.429,-1.490,-30.701,100.037,228.882
-1.563,1.937,-1.157,47.791,93.689,180.359
-1.302,2.238,-0.993,95.154,96.252,123.901
-1.094,2.044,-1.236,88.867,100.586,62.988
-0.960,1.522,-1.500,70.862,87.158,1.648
-0.795,0.823,-1.500,67.078,51.086,-57.556
-0.641,0.082,-1.210,75.073,6.042,-110.718
-0.500,-0.506,-0.821,89.600,-31.616,-148.193
-0.322,-0.915,-0.435,97.534,-53.528,-164.124
-0.128,-1.164,-0.160,89.172,-57.739,-158.936
0.049,-1.250,-0.049,64.392,-49.500,-136.230
0.165,-1.163,-0.085,31.189,-38.086,-102.051
0.210,-0.998,-0.213,-2.563,-30.273,-63.171
0.201,-0.773,-0.347,-28.809,-27.283,-25.818
0.143,-0.535,-0.431,-42.725,-26.611,3.357
0.038,-0.340,-0.484,-50.171,-24.170,23.315
-0.080,-0.164,-0.548,-54.993,-19.104,33.997
-0.170,-0.047,-0.656,-56.396,-11.963,34.302
-0.191,-0.017,-0.757,-51.086,-5.615,25.269
-0.133,-0.068,-0.829,-38.696,-0.244,9.338
-0.043,-0.150,-0.885,-23.560,4.272,-6.958
0.051,-0.236,-0.926,-12.695,8.545,-16.907
0.152,-0.270,-0.968,-6.836,11.536,-16.907
0.207,-0.250,-0.970,-3.479,11.902,-9.216
0.189,-0.214,-0.947,-3.052,10.681,2.625
0.131,-0.169,-0.941,-8.179,9.216,16.479
