aX,aY,aZ,gX,gY,gZ
-0.682,-0.183,-1.885,1.404,-5.920,-36.377
-0.707,-0.167,-1.871,6.409,-16.418,-36.682
-0.710,-0.182,-1.852,11.108,-26.184,-40.161
-0.698,-0.215,-1.797,16.235,-34.912,-45.471
-0.685,-0.271,-1.737,21.118,-42.175,-50.659
-0.657,-0.322,-1.715,23.621,-47.546,-53.467
-0.637,-0.367,-1.699,24.719,-51.880,-53.223
-0.637,-0.413,-1.666,26.611,-56.580,-50.598
-0.637,-0.408,-1.658,28.015,-60.791,-46.631
-0.635,-0.402,-1.662,28.076,-65.491,-42.786
-0.622,-0.412,-1.648,27.710,-71.655,-40.161
-0.618,-0.402,-1.608,28.564,-79.407,-38.696
-0.611,-0.396,-1.558,28.931,-87.097,-38.635
-0.582,-0.426,-1.503,27.710,-93.506,-39.551
-0.539,-0.465,-1.460,27.466,-98.022,-40.405
-0.501,-0.488,-1.437,29.236,-101.440,-39.978
-0.458,-0.509,-1.362,32.898,-104.370,-37.109
-0.437,-0.526,-1.271,37.048,-104.919,-32.288
-0.430,-0.496,-1.230,41.809,-102.722,-26.489
-0.434,-0.437,-1.228,43.274,-100.037,-21.912
-0.443,-0.384,-1.222,43.091,-100.342,-19.104
-0.443,-0.365,-1.163,41.992,-102.905,-18.005
-0.434,-0.375,-1.112,40.161,-105.530,-18.005
-0.397,-0.373,-1.099,34.485,-107.239,-17.456
-0.358,-0.383,-1.097,28.503,-108.704,-15.320
-0.321,-0.391,-1.062,26.978,-109.985,-10.742
-0.298,-0.386,-1.015,29.602,-110.352,-5.249
-0.276,-0.342,-0.989,31.433,-109.253,0.916
-0.271,-0.296,-0.963,31.128,-108.032,7.507
-0.275,-0.256,-0.958,28.564,-107.117,12.390
-0.268,-0.239,-0.977,25.391,-105.713,15.625
-0.250,-0.233,-0.994,23.071,-104.065,16.968
-0.230,-0.238,-0.980,23.132,-102.966,17.151
-0.203,-0.224,-0.982,23.865,-101.868,19.348
-0.171,-0.201,-0.962,25.513,-100.220,23.132
-0.157,-0.186,-0.924,28.442,-98.267,27.710
-0.146,-0.150,-0.918,29.968,-96.497,32.471
-0.135,-0.110,-0.913,28.564,-95.825,36.987
-0.130,-0.091,-0.902,26.550,-96.863,40.222
-0.125,-0.067,-0.878,24.719,-98.450,42.297
-0.119,-0.044,-0.828,23.682,-99.670,43.213
-0.113,-0.025,-0.771,21.423,-99.854,43.762
-0.099,-0.001,-0.746,16.724,-98.633,43.945
-0.087,0.003,-0.739,10.681,-96.313,44.250
-0.087,0.014,-0.741,6.653,-93.384,45.776
-0.087,0.029,-0.742,6.714,-89.722,48.096
-0.095,0.043,-0.731,9.460,-84.961,50.293
-0.101,0.076,-0.709,13.794,-79.651,52.429
-0.101,0.104,-0.701,16.602,-74.280,53.406
-0.095,0.131,-0.682,18.738,-69.885,53.528
-0.088,0.151,-0.655,19.165,-66.956,52.795
-0.074,0.166,-0.637,17.273,-64.453,51.270
-0.056,0.183,-0.627,13.367,-62.683,48.706
-0.035,0.155,-0.588,8.850,-61.707,46.021
-0.012,0.120,-0.584,4.211,-59.753,44.800
0.000,0.109,-0.632,-1.770,-56.824,46.387
0.004,0.103,-0.694,-6.958,-54.626,50.476
0.010,0.104,-0.724,-7.812,-54.138,55.237
0.006,0.139,-0.711,-2.991,-54.016,60.120
-0.001,0.189,-0.662,3.967,-52.917,63.782
-0.004,0.217,-0.590,8.179,-50.293,64.758
0.004,0.257,-0.568,6.897,-46.448,63.904
0.024,0.290,-0.573,1.709,-43.274,62.561
0.052,0.305,-0.563,-4.089,-42.236,60.852
0.083,0.315,-0.543,-7.690,-41.382,60.059
0.107,0.355,-0.526,-8.911,-39.124,60.791
0.131,0.425,-0.507,-9.888,-36.011,62.134
0.144,0.508,-0.493,-11.047,-32.288,63.354
0.156,0.610,-0.494,-12.573,-27.893,63.599
0.163,0.692,-0.507,-15.137,-23.376,61.157
0.177,0.750,-0.524,-17.639,-18.677,56.030
0.193,0.785,-0.517,-19.104,-13.916,49.316
0.212,0.821,-0.539,-21.606,-8.850,41.870
0.231,0.835,-0.598,-26.245,-4.211,34.241
0.244,0.793,-0.687,-30.212,-0.488,26.428

0.440,0.097,-0.978,-85.266,-12.573,16.724
0.429,0.038,-0.965,-90.942,-18.677,20.569
0.373,0.041,-0.991,-84.961,-22.888,18.188
0.370,0.000,-0.960,-79.834,-28.870,11.169
0.407,-0.052,-0.864,-81.482,-37.354,6.042
0.421,-0.116,-0.812,-91.797,-42.236,4.333
0.413,-0.116,-0.813,-106.445,-44.373,5.615
0.396,-0.142,-0.801,-117.920,-44.495,5.615
0.395,-0.200,-0.809,-124.023,-43.152,2.869
0.398,-0.232,-0.786,-127.808,-41.138,0.916
0.369,-0.194,-0.741,-129.944,-37.903,0.366
0.314,-0.126,-0.709,-131.348,-31.006,-3.235
0.282,-0.111,-0.694,-131.104,-21.851,-12.512
0.280,-0.203,-0.698,-127.991,-12.451,-26.123
0.300,-0.321,-0.721,-122.681,-4.639,-37.231
0.292,-0.361,-0.730,-113.586,0.793,-41.321
0.263,-0.338,-0.709,-105.286,4.272,-40.649
0.232,-0.256,-0.710,-107.483,6.226,-39.429
0.147,-0.287,-0.707,-120.483,7.751,-40.283
0.139,-0.238,-0.706,-136.719,6.165,-42.725
0.113,-0.215,-0.671,-159.729,2.625,-47.546
0.086,-0.204,-0.636,-184.998,-0.488,-54.138
0.083,-0.206,-0.626,-208.801,-2.930,-61.096
0.085,-0.239,-0.612,-228.882,-4.761,-68.542
0.096,-0.270,-0.609,-238.464,-3.601,-74.890
0.101,-0.281,-0.626,-235.291,2.502,-78.674
0.102,-0.254,-0.666,-221.924,14.465,-80.505
0.095,-0.253,-0.667,-202.087,29.175,-81.177
0.078,-0.226,-0.660,-177.612,44.739,-82.214
0.057,-0.173,-0.653,-153.870,59.631,-83.740
0.038,-0.126,-0.633,-133.728,70.923,-86.304
0.023,-0.103,-0.603,-118.347,78.613,-89.111
0.014,-0.101,-0.576,-106.628,82.031,-91.553
0.000,-0.084,-0.601,-99.243,82.520,-91.064
-0.017,-0.087,-0.635,-98.694,79.834,-89.050
-0.042,-0.115,-0.658,-101.196,75.012,-87.830
-0.060,-0.141,-0.676,-102.356,70.801,-89.172
-0.070,-0.166,-0.687,-101.318,67.749,-92.346
-0.079,-0.181,-0.693,-99.670,65.796,-96.191
-0.093,-0.198,-0.692,-96.375,64.392,-100.281
-0.107,-0.211,-0.703,-92.896,63.477,-104.675
-0.120,-0.228,-0.727,-89.722,62.073,-109.558
-0.139,-0.258,-0.751,-86.365,60.059,-114.868
-0.151,-0.291,-0.762,-80.627,57.617,-119.995
-0.162,-0.320,-0.755,-71.777,56.152,-124.695
-0.179,-0.334,-0.758,-60.425,56.763,-128.113
-0.200,-0.358,-0.779,-50.781,58.411,-130.981
-0.214,-0.397,-0.816,-44.434,58.777,-133.240
-0.238,-0.454,-0.829,-42.542,56.580,-134.033
-0.244,-0.509,-0.899,-44.800,53.467,-133.606
-0.260,-0.584,-0.905,-41.260,46.997,-132.812
-0.278,-0.659,-0.893,-39.917,41.138,-132.507
-0.281,-0.738,-0.924,-41.138,38.574,-131.653
-0.281,-0.792,-0.972,-38.452,36.255,-129.272
