aX,aY,aZ,gX,gY,gZ
0.535,-0.036,0.320,28.748,57.068,28.809
0.588,-0.041,0.322,28.259,50.903,31.921
0.597,-0.033,0.333,25.818,41.138,32.776
0.569,-0.023,0.370,22.095,36.194,28.748
0.569,-0.030,0.422,20.691,35.095,19.775
0.615,-0.078,0.451,21.912,34.851,7.874
0.690,-0.126,0.457,21.362,32.043,-3.906
0.780,-0.167,0.472,15.381,27.039,-12.939
0.811,-0.191,0.518,5.066,16.174,-16.785
0.806,-0.182,0.576,-2.380,4.272,-15.015
0.796,-0.184,0.610,-4.028,-1.526,-6.897
0.771,-0.208,0.630,-0.916,-3.723,0.610
0.759,-0.232,0.604,1.831,-3.418,5.798
0.738,-0.223,0.559,-3.174,-9.583,5.798
0.731,-0.206,0.680,-11.658,-21.667,1.465
0.752,-0.220,0.724,-1.831,-22.522,0.244
0.754,-0.276,0.745,13.916,-16.846,1.282
0.735,-0.281,0.754,19.836,-10.620,4.639
0.693,-0.267,0.748,21.423,-5.554,6.592
0.671,-0.260,0.733,23.621,-1.892,5.188
0.655,-0.274,0.711,26.184,2.808,2.380
0.662,-0.281,0.689,28.564,8.423,-3.052
0.687,-0.290,0.655,31.372,14.771,-6.409
0.698,-0.310,0.621,33.997,20.508,-7.629
0.692,-0.322,0.600,35.278,24.902,-8.728
0.680,-0.344,0.575,34.668,25.391,-8.545
0.641,-0.365,0.562,30.579,23.560,-8.423
0.659,-0.375,0.561,25.635,21.179,-6.104
0.701,-0.365,0.562,21.423,18.188,-4.822
0.702,-0.365,0.556,19.714,13.062,-5.493
0.691,-0.357,0.540,20.508,10.803,-5.249
0.693,-0.354,0.534,22.827,11.597,-5.981
0.697,-0.360,0.525,28.198,13.489,-8.179
0.708,-0.361,0.521,36.621,16.052,-11.292
0.716,-0.362,0.514,48.279,18.738,-15.076
0.703,-0.373,0.501,62.256,21.790,-19.653
0.705,-0.399,0.498,77.209,26.184,-25.452
0.719,-0.423,0.504,90.210,29.236,-31.311
0.725,-0.458,0.507,99.121,28.015,-34.790
0.738,-0.495,0.517,103.638,26.306,-36.804
0.745,-0.516,0.520,104.858,26.428,-37.598
0.752,-0.528,0.522,105.164,27.954,-38.391
0.771,-0.538,0.526,106.262,29.846,-38.513
0.787,-0.565,0.533,108.704,31.738,-36.865
0.796,-0.602,0.531,108.154,32.959,-34.241
0.802,-0.646,0.527,99.976,32.043,-30.090
0.787,-0.663,0.522,83.740,27.832,-22.766
0.771,-0.670,0.515,63.171,22.461,-15.381
0.759,-0.657,0.506,41.809,18.066,-10.010
0.748,-0.639,0.489,23.743,15.686,-6.592
0.736,-0.624,0.471,10.620,13.672,-4.944
0.730,-0.617,0.448,2.319,10.925,-4.639
0.731,-0.602,0.428,-1.648,9.338,-4.883
0.735,-0.571,0.409,-1.404,10.010,-4.333
0.743,-0.544,0.400,3.418,11.414,-3.235
0.743,-0.532,0.397,10.864,13.977,-2.869
0.733,-0.519,0.386,18.005,16.846,-2.991
0.713,-0.513,0.375,23.254,19.653,-3.784
0.714,-0.511,0.362,26.672,21.851,-5.371
0.731,-0.530,0.347,29.236,23.621,-7.263
0.728,-0.555,0.336,31.006,24.414,-8.728
0.731,-0.573,0.330,30.518,24.170,-10.559
0.741,-0.584,0.324,27.832,21.912,-11.292
