aX,aY,aZ,gX,gY,gZ
-0.128,-0.508,0.250,-69.092,155.823,-9.827
-0.149,-0.552,0.235,-62.622,172.363,-9.644
-0.190,-0.536,0.197,-56.946,191.589,-4.822
-0.273,-0.578,0.059,-57.739,209.595,3.723
-0.326,-0.510,-0.032,-56.946,224.243,13.733
-0.381,-0.416,-0.078,-58.350,236.328,20.508
-0.475,-0.393,-0.226,-67.261,247.742,21.606
-0.537,-0.267,-0.289,-80.200,254.211,20.142
-0.534,-0.282,-0.558,-98.267,263.916,11.047
-0.520,-0.382,-0.864,-112.183,276.611,-5.554
-0.412,-0.474,-1.063,-109.192,277.161,-19.653
-0.319,-0.522,-1.186,-90.393,274.048,-28.076
-0.229,-0.586,-1.300,-69.153,271.240,-30.151
-0.167,-0.713,-1.496,-54.382,271.606,-27.405
-0.131,-0.864,-1.719,-45.959,269.348,-20.630
-0.124,-0.956,-1.912,-41.931,257.629,-7.751
-0.137,-0.994,-2.056,-45.410,235.413,8.667
-0.159,-1.001,-2.172,-52.490,205.322,26.062
-0.166,-1.029,-2.281,-56.091,173.584,39.795
-0.146,-1.074,-2.375,-50.903,145.691,48.096
-0.122,-1.084,-2.444,-35.095,124.146,51.880
-0.081,-1.073,-2.470,-12.573,108.521,52.368
-0.025,-1.082,-2.482,13.428,97.168,50.354
0.022,-1.091,-2.490,41.687,89.172,48.279
0.048,-1.094,-2.472,70.007,82.031,48.950
0.078,-1.079,-2.395,96.130,73.669,52.490
0.095,-1.033,-2.339,118.347,64.331,58.167
0.107,-0.989,-2.271,134.338,52.307,63.416
0.099,-0.947,-2.206,144.897,37.048,69.824
0.087,-0.889,-2.119,152.588,18.616,76.538
0.089,-0.823,-2.054,157.776,-0.916,82.336
0.088,-0.802,-2.023,160.339,-21.240,85.083
0.078,-0.810,-1.999,164.001,-43.884,85.632
0.077,-0.844,-1.934,169.617,-67.627,85.388
0.092,-0.907,-1.837,176.697,-89.539,85.571
0.130,-0.962,-1.748,182.190,-107.056,88.684
0.149,-0.988,-1.655,184.814,-120.361,96.191
0.147,-0.977,-1.573,186.401,-130.249,108.032
0.140,-0.955,-1.514,187.195,-138.489,121.887
0.114,-0.906,-1.466,187.256,-146.301,136.597
0.082,-0.837,-1.434,186.584,-153.809,150.696
0.062,-0.787,-1.424,185.547,-160.034,163.452
0.063,-0.764,-1.409,185.669,-165.222,173.645
0.062,-0.688,-1.365,188.354,-169.189,182.678
0.015,-0.603,-1.297,191.833,-173.279,189.758
-0.048,-0.497,-1.197,194.946,-177.673,195.618
-0.095,-0.377,-1.075,197.815,-182.373,198.975
-0.117,-0.261,-0.961,198.547,-186.279,198.364
-0.121,-0.181,-0.887,192.749,-188.965,193.054
-0.125,-0.128,-0.827,180.237,-191.284,184.814
-0.136,-0.074,-0.763,167.969,-194.031,174.561
-0.140,-0.037,-0.703,158.203,-196.533,164.429
-0.112,0.015,-0.648,146.484,-198.181,155.884
-0.084,0.054,-0.613,134.705,-197.815,149.719
-0.066,0.077,-0.582,125.122,-196.899,146.057
-0.044,0.112,-0.557,119.080,-196.228,145.081
-0.038,0.158,-0.518,117.004,-195.740,146.484
-0.060,0.211,-0.445,119.141,-193.054,148.376
-0.079,0.298,-0.337,123.657,-187.622,149.658
-0.085,0.381,-0.230,126.648,-177.795,147.888
-0.089,0.439,-0.143,126.587,-163.879,142.395
-0.085,0.475,-0.093,124.939,-147.339,134.521
-0.069,0.488,-0.089,122.559,-130.493,125.366
-0.052,0.494,-0.094,119.812,-115.479,117.676
-0.042,0.516,-0.083,118.103,-104.004,112.000
-0.036,0.547,-0.067,115.906,-96.069,107.544
-0.033,0.571,-0.040,112.427,-90.515,104.309
-0.023,0.596,0.000,109.253,-86.487,101.807
-0.024,0.614,0.036,104.431,-82.520,99.792
-0.031,0.634,0.062,96.680,-77.759,98.633
-0.044,0.667,0.075,86.731,-72.083,97.900
-0.061,0.705,0.087,76.721,-66.406,96.375
-0.091,0.739,0.077,69.031,-61.768,93.384
-0.118,0.762,0.077,63.721,-58.411,88.928
-0.142,0.807,0.121,63.232,-55.847,84.839
-0.169,0.858,0.195,65.247,-51.941,80.078
-0.196,0.908,0.277,65.430,-45.105,73.853
-0.219,0.963,0.364,63.660,-34.790,65.186
-0.241,0.988,0.442,60.547,-21.484,52.979
-0.255,0.985,0.510,55.908,-6.409,38.513
-0.262,0.977,0.578,50.415,10.376,24.780
-0.279,0.964,0.624,43.701,30.457,14.221
-0.302,0.948,0.646,35.095,52.795,6.775
-0.332,0.948,0.658,26.306,76.599,1.831
-0.382,0.953,0.665,18.677,101.196,-2.991
-0.442,0.955,0.656,10.132,126.282,-9.155
-0.493,0.961,0.629,-0.732,151.428,-17.883
-0.540,0.964,0.571,-15.442,176.025,-27.954
-0.593,0.941,0.488,-34.363,198.608,-39.978
-0.643,0.908,0.401,-55.054,218.445,-53.833
-0.683,0.882,0.333,-75.623,234.619,-70.190
-0.724,0.852,0.281,-96.313,247.009,-89.905
-0.762,0.800,0.235,-118.469,256.775,-113.159
-0.794,0.702,0.179,-143.372,263.550,-139.587
-0.818,0.605,0.110,-167.175,267.578,-167.908
-0.827,0.514,0.040,-187.073,269.592,-196.594
-0.832,0.391,-0.040,-204.773,270.874,-224.060
-0.835,0.218,-0.135,-217.224,272.827,-248.047
-0.841,0.039,-0.206,-220.642,276.306,-266.174
-0.828,-0.093,-0.241,-217.896,282.043,-277.405
-0.830,-0.159,-0.313,-216.858,291.077,-282.349
-0.860,-0.230,-0.426,-221.130,302.307,-283.447
-0.905,-0.332,-0.570,-231.384,312.439,-284.546
-0.919,-0.397,-0.835,-245.361,319.031,-287.415
-0.891,-0.526,-1.211,-257.690,318.298,-293.518
-0.810,-0.895,-1.775,-259.521,306.091,-300.171
-0.547,-1.342,-2.255,-240.112,276.855,-297.302
-0.127,-1.637,-2.464,-208.618,238.586,-279.114
0.167,-1.626,-2.358,-153.076,203.552,-254.700
0.212,-1.470,-2.130,-98.755,180.969,-228.760
0.106,-1.272,-1.900,-72.083,173.218,-198.792
0.066,-1.086,-1.843,-76.965,174.072,-164.551
0.045,-0.942,-1.940,-95.337,175.903,-129.761
0.017,-0.850,-2.132,-112.732,171.387,-98.389
-0.008,-0.810,-2.303,-118.774,156.616,-73.425
-0.027,-0.773,-2.380,-109.375,132.690,-56.763
-0.031,-0.749,-2.380,-90.149,106.140,-48.035
-0.027,-0.709,-2.321,-67.749,81.482,-44.006
-0.022,-0.651,-2.232,-48.828,60.730,-41.748
-0.014,-0.628,-2.177,-37.720,44.617,-39.795
-0.008,-0.635,-2.137,-30.029,30.884,-36.743
-0.009,-0.625,-2.072,-19.775,17.090,-30.396
-0.013,-0.599,-1.958,-6.348,2.869,-21.790
-0.014,-0.558,-1.807,7.324,-9.888,-12.268
-0.011,-0.505,-1.662,18.127,-19.653,-3.296
-0.007,-0.455,-1.536,23.743,-25.940,4.883
-0.005,-0.401,-1.434,27.588,-29.358,12.085
-0.015,-0.347,-1.344,30.823,-31.494,17.456
-0.028,-0.290,-1.260,33.752,-33.081,20.752
-0.032,-0.228,-1.182,36.499,-34.729,22.949
-0.036,-0.176,-1.112,37.537,-36.743,24.109
-0.046,-0.138,-1.052,36.133,-38.269,24.719
-0.052,-0.110,-0.999,32.837,-39.734,24.963

0.203,-0.408,0.082,-15.076,64.331,-26.184
0.224,-0.382,0.150,-10.681,70.129,-17.029
